"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 10 06:55:11 GMT 2022","Fri Jun 10 06:55:18 GMT 2022","6113","test","test_conduit","TestConduit","","","test_accept_cookie",""
"passed","Fri Jun 10 06:55:22 GMT 2022","Fri Jun 10 06:55:40 GMT 2022","18127","test","test_conduit","TestConduit","","","test_login",""
"passed","Fri Jun 10 06:58:47 GMT 2022","Fri Jun 10 06:59:03 GMT 2022","16414","test","test_conduit","TestConduit","","","test_list_elements",""
"passed","Fri Jun 10 06:56:18 GMT 2022","Fri Jun 10 06:57:04 GMT 2022","46403","test","test_conduit","TestConduit","","","test_import_data_from_file",""
"passed","Fri Jun 10 06:58:14 GMT 2022","Fri Jun 10 06:58:45 GMT 2022","31494","test","test_conduit","TestConduit","","","test_update_profile_picture",""
"passed","Fri Jun 10 06:57:06 GMT 2022","Fri Jun 10 06:57:37 GMT 2022","31633","test","test_conduit","TestConduit","","","test_create_new_element",""
"passed","Fri Jun 10 06:57:39 GMT 2022","Fri Jun 10 06:58:11 GMT 2022","31842","test","test_conduit","TestConduit","","","test_delete_element",""
"passed","Fri Jun 10 06:55:19 GMT 2022","Fri Jun 10 06:55:21 GMT 2022","1090","test","test_conduit","TestConduit","","","test_registration",""
"passed","Fri Jun 10 06:55:59 GMT 2022","Fri Jun 10 06:56:16 GMT 2022","16442","test","test_conduit","TestConduit","","","test_save_data_to_file",""
"passed","Fri Jun 10 06:59:05 GMT 2022","Fri Jun 10 06:59:22 GMT 2022","16384","test","test_conduit","TestConduit","","","test_pagination",""
"passed","Fri Jun 10 06:55:42 GMT 2022","Fri Jun 10 06:55:58 GMT 2022","15389","test","test_conduit","TestConduit","","","test_logout",""
