"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 24 07:01:47 GMT 2022","Fri Jun 24 07:01:56 GMT 2022","9292","test","test_conduit","TestConduit","","","test_logout",""
"passed","Fri Jun 24 07:02:43 GMT 2022","Fri Jun 24 07:02:59 GMT 2022","15546","test","test_conduit","TestConduit","","","test_create_new_element",""
"passed","Fri Jun 24 07:01:17 GMT 2022","Fri Jun 24 07:01:31 GMT 2022","13184","test","test_conduit","TestConduit","","","test_accept_cookie",""
"passed","Fri Jun 24 07:01:37 GMT 2022","Fri Jun 24 07:01:46 GMT 2022","8748","test","test_conduit","TestConduit","","","test_login",""
"passed","Fri Jun 24 07:01:32 GMT 2022","Fri Jun 24 07:01:35 GMT 2022","3012","test","test_conduit","TestConduit","","","test_registration",""
"passed","Fri Jun 24 07:03:00 GMT 2022","Fri Jun 24 07:03:22 GMT 2022","21581","test","test_conduit","TestConduit","","","test_delete_element",""
"passed","Fri Jun 24 07:03:49 GMT 2022","Fri Jun 24 07:04:01 GMT 2022","11346","test","test_conduit","TestConduit","","","test_pagination",""
"passed","Fri Jun 24 07:02:12 GMT 2022","Fri Jun 24 07:02:42 GMT 2022","29811","test","test_conduit","TestConduit","","","test_import_data_from_file",""
"passed","Fri Jun 24 07:03:24 GMT 2022","Fri Jun 24 07:03:40 GMT 2022","15188","test","test_conduit","TestConduit","","","test_update_profile_picture",""
"passed","Fri Jun 24 07:03:41 GMT 2022","Fri Jun 24 07:03:48 GMT 2022","6425","test","test_conduit","TestConduit","","","test_list_elements",""
"passed","Fri Jun 24 07:01:58 GMT 2022","Fri Jun 24 07:02:10 GMT 2022","12349","test","test_conduit","TestConduit","","","test_save_data_to_file",""
