"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 16 06:36:13 GMT 2022","Thu Jun 16 06:36:38 GMT 2022","25599","test","test_conduit","TestConduit","","","test_delete_element",""
"passed","Thu Jun 16 06:34:43 GMT 2022","Thu Jun 16 06:34:56 GMT 2022","13341","test","test_conduit","TestConduit","","","test_logout",""
"passed","Thu Jun 16 06:35:16 GMT 2022","Thu Jun 16 06:35:50 GMT 2022","34150","test","test_conduit","TestConduit","","","test_import_data_from_file",""
"passed","Thu Jun 16 06:34:09 GMT 2022","Thu Jun 16 06:34:22 GMT 2022","13219","test","test_conduit","TestConduit","","","test_accept_cookie",""
"passed","Thu Jun 16 06:34:24 GMT 2022","Thu Jun 16 06:34:27 GMT 2022","2482","test","test_conduit","TestConduit","","","test_registration",""
"passed","Thu Jun 16 06:35:51 GMT 2022","Thu Jun 16 06:36:11 GMT 2022","19656","test","test_conduit","TestConduit","","","test_create_new_element",""
"passed","Thu Jun 16 06:34:58 GMT 2022","Thu Jun 16 06:35:14 GMT 2022","16409","test","test_conduit","TestConduit","","","test_save_data_to_file",""
"passed","Thu Jun 16 06:37:13 GMT 2022","Thu Jun 16 06:37:28 GMT 2022","15414","test","test_conduit","TestConduit","","","test_pagination",""
"passed","Thu Jun 16 06:37:01 GMT 2022","Thu Jun 16 06:37:11 GMT 2022","10467","test","test_conduit","TestConduit","","","test_list_elements",""
"passed","Thu Jun 16 06:34:28 GMT 2022","Thu Jun 16 06:34:41 GMT 2022","12819","test","test_conduit","TestConduit","","","test_login",""
"passed","Thu Jun 16 06:36:40 GMT 2022","Thu Jun 16 06:36:59 GMT 2022","19320","test","test_conduit","TestConduit","","","test_update_profile_picture",""
