"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jun 16 06:22:14 GMT 2022","Thu Jun 16 06:22:33 GMT 2022","19566","test","test_conduit","TestConduit","","","test_create_new_element",""
"passed","Thu Jun 16 06:23:23 GMT 2022","Thu Jun 16 06:23:34 GMT 2022","10393","test","test_conduit","TestConduit","","","test_list_elements",""
"passed","Thu Jun 16 06:21:21 GMT 2022","Thu Jun 16 06:21:37 GMT 2022","16358","test","test_conduit","TestConduit","","","test_save_data_to_file",""
"passed","Thu Jun 16 06:23:02 GMT 2022","Thu Jun 16 06:23:22 GMT 2022","19239","test","test_conduit","TestConduit","","","test_update_profile_picture",""
"passed","Thu Jun 16 06:22:35 GMT 2022","Thu Jun 16 06:23:01 GMT 2022","25598","test","test_conduit","TestConduit","","","test_delete_element",""
"passed","Thu Jun 16 06:23:35 GMT 2022","Thu Jun 16 06:23:51 GMT 2022","15358","test","test_conduit","TestConduit","","","test_pagination",""
"passed","Thu Jun 16 06:21:06 GMT 2022","Thu Jun 16 06:21:19 GMT 2022","13292","test","test_conduit","TestConduit","","","test_logout",""
"passed","Thu Jun 16 06:21:38 GMT 2022","Thu Jun 16 06:22:12 GMT 2022","33887","test","test_conduit","TestConduit","","","test_import_data_from_file",""
"passed","Thu Jun 16 06:20:51 GMT 2022","Thu Jun 16 06:21:04 GMT 2022","12648","test","test_conduit","TestConduit","","","test_login",""
"failed","Thu Jun 16 06:20:50 GMT 2022","Thu Jun 16 06:20:50 GMT 2022","356","test","test_conduit","TestConduit","","","test_registration",""
"passed","Thu Jun 16 06:20:35 GMT 2022","Thu Jun 16 06:20:48 GMT 2022","13100","test","test_conduit","TestConduit","","","test_accept_cookie",""
