"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Jun 01 03:25:18 GMT 2022","Wed Jun 01 03:25:18 GMT 2022","0","test","test_conduit","TestConduit","","","test_update_profile_picture",""
"broken","Wed Jun 01 03:25:14 GMT 2022","Wed Jun 01 03:25:14 GMT 2022","0","test","test_conduit","TestConduit","","","test_create_new_element",""
"broken","Wed Jun 01 03:25:13 GMT 2022","Wed Jun 01 03:25:13 GMT 2022","0","test","test_conduit","TestConduit","","","test_accept_cookie",""
"broken","Wed Jun 01 03:25:20 GMT 2022","Wed Jun 01 03:25:20 GMT 2022","0","test","test_conduit","TestConduit","","","test_list_elements",""
"broken","Wed Jun 01 03:25:21 GMT 2022","Wed Jun 01 03:25:21 GMT 2022","0","test","test_conduit","TestConduit","","","test_pagination",""
"broken","Wed Jun 01 03:25:11 GMT 2022","Wed Jun 01 03:25:11 GMT 2022","0","test","test_conduit","TestConduit","","","test_login",""
"broken","Wed Jun 01 03:25:17 GMT 2022","Wed Jun 01 03:25:17 GMT 2022","0","test","test_conduit","TestConduit","","","test_import_data_from_file",""
"broken","Wed Jun 01 03:25:03 GMT 2022","Wed Jun 01 03:25:03 GMT 2022","0","test","test_conduit","TestConduit","","","test_registration",""
"broken","Wed Jun 01 03:25:16 GMT 2022","Wed Jun 01 03:25:16 GMT 2022","0","test","test_conduit","TestConduit","","","test_delete_element",""
"broken","Wed Jun 01 03:25:12 GMT 2022","Wed Jun 01 03:25:12 GMT 2022","0","test","test_conduit","TestConduit","","","test_logout",""
"broken","Wed Jun 01 03:25:22 GMT 2022","Wed Jun 01 03:25:22 GMT 2022","0","test","test_conduit","TestConduit","","","test_save_data_to_file",""
