"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jun 10 07:58:05 GMT 2022","Fri Jun 10 07:58:22 GMT 2022","17587","test","test_conduit","TestConduit","","","test_login",""
"passed","Fri Jun 10 07:58:41 GMT 2022","Fri Jun 10 07:58:57 GMT 2022","16356","test","test_conduit","TestConduit","","","test_save_data_to_file",""
"passed","Fri Jun 10 07:58:24 GMT 2022","Fri Jun 10 07:58:39 GMT 2022","15293","test","test_conduit","TestConduit","","","test_logout",""
"passed","Fri Jun 10 07:58:59 GMT 2022","Fri Jun 10 07:59:45 GMT 2022","45875","test","test_conduit","TestConduit","","","test_import_data_from_file",""
"passed","Fri Jun 10 07:58:02 GMT 2022","Fri Jun 10 07:58:03 GMT 2022","1013","test","test_conduit","TestConduit","","","test_registration",""
"passed","Fri Jun 10 08:01:28 GMT 2022","Fri Jun 10 08:01:44 GMT 2022","16312","test","test_conduit","TestConduit","","","test_list_elements",""
"passed","Fri Jun 10 08:01:46 GMT 2022","Fri Jun 10 08:02:02 GMT 2022","16297","test","test_conduit","TestConduit","","","test_pagination",""
"passed","Fri Jun 10 08:00:54 GMT 2022","Fri Jun 10 08:01:26 GMT 2022","32234","test","test_conduit","TestConduit","","","test_update_profile_picture",""
"passed","Fri Jun 10 07:59:46 GMT 2022","Fri Jun 10 08:00:18 GMT 2022","31526","test","test_conduit","TestConduit","","","test_create_new_element",""
"passed","Fri Jun 10 07:57:54 GMT 2022","Fri Jun 10 07:58:00 GMT 2022","6141","test","test_conduit","TestConduit","","","test_accept_cookie",""
"passed","Fri Jun 10 08:00:20 GMT 2022","Fri Jun 10 08:00:51 GMT 2022","31646","test","test_conduit","TestConduit","","","test_delete_element",""
